3.199616 42.000135
8.656888 42.000135
9.455399 42.000135
-1.000045 42.984046
-1.019993 42.989913
-1.047569 42.991966
-1.057836 42.994313
-1.068397 42.999887
-1.068397 42.999887
0 42.690398
-0.001173 42.690104
-0.012028 42.689518
-0.023762 42.690691
-0.049284 42.696852
-0.058964 42.702719
-0.065125 42.71856
-0.067765 42.721787
-0.073339 42.725307
-0.080966 42.727654
-0.087713 42.72736
-0.107074 42.734694
-0.124089 42.756989
-0.136703 42.779284
-0.14345 42.798646
-0.14609 42.803926
-0.149317 42.804513
-0.154304 42.802752
-0.159291 42.798352
-0.173666 42.792192
-0.180413 42.790432
-0.186867 42.790138
-0.195081 42.791312
-0.208575 42.798059
-0.217669 42.805979
-0.222949 42.81566
-0.23175 42.823581
-0.240844 42.826514
-0.262552 42.829154
-0.273113 42.831795
-0.294528 42.842649
-0.307142 42.842649
-0.319463 42.839422
-0.339998 42.836488
-0.353492 42.832968
-0.362586 42.828861
-0.370507 42.82094
-0.386934 42.813313
-0.405416 42.807153
-0.416563 42.805393
-0.431231 42.804513
-0.453526 42.805099
-0.46438 42.809206
-0.482861 42.821821
-0.503396 42.826514
-0.51161 42.825927
-0.518651 42.821821
-0.523344 42.817127
-0.526278 42.801286
-0.529211 42.794539
-0.532145 42.791312
-0.535958 42.789552
-0.543292 42.788378
-0.55092 42.788378
-0.562947 42.791018
-0.572041 42.794832
-0.580548 42.802459
-0.582895 42.81038
-0.593456 42.812727
-0.599616 42.816247
-0.614577 42.835021
-0.632472 42.848809
-0.663568 42.879611
-0.676475 42.885478
-0.693196 42.885185
-0.713438 42.889585
-0.719598 42.895746
-0.726932 42.910707
-0.726932 42.91276
-0.730746 42.926841
-0.74248 42.945909
-0.748054 42.959404
-0.760668 42.969965
-0.764775 42.971431
-0.772402 42.971431
-0.823739 42.958524
-0.846327 42.955883
-0.869502 42.956177
-0.88769 42.959404
-0.898838 42.960284
-0.918786 42.957057
-0.930227 42.956764
-0.952522 42.95999
-0.961029 42.962924
-0.978044 42.974365
-1.000045 42.984046
1.000045 42.784565
0.989191 42.782511
0.982444 42.785738
0.97335 42.795712
0.970416 42.797179
0.957509 42.798059
0.941961 42.791605
0.935801 42.790138
0.92964 42.790725
0.919666 42.795712
0.903532 42.800406
0.893851 42.807446
0.868036 42.81918
0.83078 42.832675
0.814352 42.834435
0.773869 42.841769
0.750107 42.850569
0.707864 42.862303
0.700237 42.862303
0.689676 42.859077
0.683516 42.853796
0.679702 42.845582
0.671195 42.840595
0.669728 42.836195
0.672955 42.812727
0.670021 42.807153
0.657407 42.793952
0.656527 42.788085
0.657701 42.783684
0.662101 42.781338
0.665621 42.772537
0.663861 42.758163
0.668261 42.744962
0.670608 42.727654
0.675889 42.719733
0.680582 42.704185
0.679995 42.695971
0.673835 42.689811
0.666501 42.688638
0.659461 42.689811
0.652127 42.692745
0.640686 42.696265
0.626898 42.697732
0.596976 42.696852
0.544759 42.699492
0.501929 42.696558
0.487262 42.696852
0.4635 42.693918
0.434751 42.693038
0.41451 42.695091
0.390748 42.712693
0.378134 42.71768
0.364346 42.717093
0.355546 42.715333
0.350852 42.713279
0.335597 42.694211
0.318876 42.682771
0.305675 42.676903
0.295995 42.67749
0.291008 42.680424
0.276633 42.700665
0.262259 42.709466
0.248178 42.714453
0.234097 42.71504
0.195961 42.731761
0.185693 42.732934
0.170439 42.727654
0.162225 42.722667
0.151958 42.708292
0.14169 42.702719
0.134063 42.700372
0.122622 42.700078
0.103847 42.705652
0.088593 42.708292
0.078032 42.708879
0.071285 42.707706
0.059258 42.702719
0.044003 42.699492
0.026109 42.702425
0.009387 42.692745
0.001173 42.690398
0 42.690398
1.57766 42.549881
1.57766 42.549881
1.443304 42.600338
1.44213 42.597111
1.435676 42.591831
1.428343 42.582737
