9.798623 46.458242
9.79745 46.462055
9.797743 46.466455
9.799797 46.469682
9.803317 46.472029
9.807131 46.473496
9.811531 46.475256
9.815638 46.477016
9.818865 46.47907
9.822972 46.481123
9.826492 46.483177
9.829132 46.485817
9.832066 46.48875
9.834706 46.491097
9.837933 46.493444
9.841746 46.495498
9.844973 46.497844
9.8482 46.499898
9.852014 46.502245
9.854654 46.504885
9.857588 46.507525
9.860228 46.510165
9.862575 46.513392
9.863748 46.516912
9.866095 46.520139
9.867562 46.523953
9.868442 46.527767
9.869908 46.531287
9.871375 46.535394
9.874309 46.537741
9.877536 46.540087
9.881643 46.541554
9.88575 46.543608
9.889857 46.545368
9.893377 46.547421
9.896604 46.549768
9.900124 46.551822
9.903058 46.555049
9.905698 46.557689
9.907751 46.560916
9.910685 46.563556
9.913618 46.566196
9.915672 46.56913
9.918312 46.572063
9.921832 46.574117
9.924766 46.57705
9.927406 46.579397
9.930339 46.58233
9.93298 46.584971
9.9365 46.587024
9.93914 46.589664
9.94266 46.592011
9.946181 46.594065
9.949408 46.596411
9.952928 46.598465
9.957328 46.600225
9.961142 46.601985
9.965249 46.603745
9.969356 46.605505
9.972289 46.608146
9.975516 46.610199
9.979623 46.612253
9.984317 46.613426
9.988424 46.614893
9.992531 46.616946
9.996638 46.618706
9.999864 46.62076
9.411689 46.831095
9.419903 46.834615
9.428997 46.837549
9.436331 46.841656
9.446891 46.843123
9.459212 46.844003
9.4686 46.846936
9.480041 46.846936
9.487374 46.850456
9.492948 46.855737
9.497935 46.86131
9.505562 46.864831
9.513776 46.868351
9.520817 46.873045
9.525804 46.878912
9.528151 46.886539
9.531084 46.893873
9.535484 46.900327
9.540178 46.905607
9.546045 46.911181
9.551619 46.917341
9.554259 46.924382
9.551619 46.932009
9.546632 46.937583
9.543112 46.944036
9.541352 46.951957
9.544872 46.958704
9.548685 46.965158
9.548979 46.970145
9.545165 46.976305
9.539298 46.981586
9.532844 46.986279
9.525804 46.99068
9.519057 46.995373
9.51407 47.000947
9.509083 47.006521
9.505269 47.012975
9.500869 47.019429
9.497348 47.026176
9.492655 47.032336
9.488254 47.03791
9.483854 47.043484
9.480334 47.050231
9.47652 47.056098
9.475347 47.057858
9.10484 46.498431
9.114814 46.498724
9.124202 46.501071
9.131535 46.504592
9.139749 46.508112
9.147083 46.512219
9.15471 46.516032
9.163511 46.519259
9.173485 46.521019
9.184046 46.52278
9.193727 46.5263
9.201941 46.52982
9.210448 46.53334
9.220129 46.535394
9.230396 46.538327
9.240957 46.540087
9.250931 46.542141
9.261785 46.543608
9.272346 46.545368
9.284373 46.546248
9.294934 46.547421
9.304908 46.549768
9.314589 46.552115
9.321922 46.555929
9.32955 46.559742
9.337764 46.562969
9.347151 46.565903
9.357125 46.567663
9.367099 46.57001
9.377953 46.571476
9.390567 46.57177
9.403475 46.57089
9.412862 46.57353
9.416383 46.57969
9.418729 46.587611
9.420196 46.595825
